source,target,distance_km,lag_h,wind_regime,n,rho
Nongzhanguan,Tiantan,7.3053765,1,aligned,10159,0.36193923896882996
Nongzhanguan,Tiantan,7.3053765,1,opposed,6841,0.22483662110382582
Nongzhanguan,Tiantan,7.3053765,3,calm,7500,0.07923913898676448
Nongzhanguan,Tiantan,7.3053765,3,cross,8770,0.01972465727170057
Nongzhanguan,Tiantan,7.3053765,3,aligned,10131,0.06609058243667157
Nongzhanguan,Tiantan,7.3053765,3,opposed,6846,0.011344816116908475
Nongzhanguan,Tiantan,7.3053765,6,calm,7449,-0.07071308805737496
Nongzhanguan,Tiantan,7.3053765,6,cross,8782,-0.02910562542300492
Nongzhanguan,Tiantan,7.3053765,6,aligned,10112,-0.061651257613477096
Nongzhanguan,Tiantan,7.3053765,6,opposed,6858,-0.02208046845977103
Nongzhanguan,Tiantan,7.3053765,12,calm,7412,-0.028497992811779668
Nongzhanguan,Tiantan,7.3053765,12,cross,8785,-0.016320499036551493
Nongzhanguan,Tiantan,7.3053765,12,aligned,10155,-0.017114233638107976
Nongzhanguan,Tiantan,7.3053765,12,opposed,6842,-0.03542218535867043
Guanyuan,Tiantan,7.5166388,0,calm,9026,0.3476173966063005
Guanyuan,Tiantan,7.5166388,0,cross,13922,0.42997947758011446
Guanyuan,Tiantan,7.5166388,0,aligned,5523,0.38277478078420524
Guanyuan,Tiantan,7.5166388,0,opposed,4925,0.4751067416687126
Guanyuan,Tiantan,7.5166388,1,calm,9018,0.30182498418883213
Guanyuan,Tiantan,7.5166388,1,cross,13891,0.27409736824348385
Guanyuan,Tiantan,7.5166388,1,aligned,5520,0.29630928381206795
Guanyuan,Tiantan,7.5166388,1,opposed,4926,0.21094553892066187
Guanyuan,Tiantan,7.5166388,3,calm,9000,0.0731840637328908
Guanyuan,Tiantan,7.5166388,3,cross,13867,0.0404078693198941
Guanyuan,Tiantan,7.5166388,3,aligned,5524,0.04323749062999772
Guanyuan,Tiantan,7.5166388,3,opposed,4911,0.004588219187418081
Guanyuan,Tiantan,7.5166388,6,calm,8951,-0.04549862548131894
Guanyuan,Tiantan,7.5166388,6,cross,13853,-0.027413012080969468
Guanyuan,Tiantan,7.5166388,6,aligned,5527,-0.019774234881305138
Guanyuan,Tiantan,7.5166388,6,opposed,4927,-0.0474298806032796
Guanyuan,Tiantan,7.5166388,12,calm,8914,-0.02661032554533574
Guanyuan,Tiantan,7.5166388,12,cross,13874,-0.022901435926595503
Guanyuan,Tiantan,7.5166388,12,aligned,5539,-0.005463550182782088
Guanyuan,Tiantan,7.5166388,12,opposed,4924,-0.006545382966408282
Guanyuan,Wanliu,7.824861,0,calm,9127,0.40525288686826183
Guanyuan,Wanliu,7.824861,0,cross,10658,0.4680857423293089
Guanyuan,Wanliu,7.824861,0,aligned,6595,0.5202000860908879
Guanyuan,Wanliu,7.824861,0,opposed,7472,0.40235150453407564
Guanyuan,Wanliu,7.824861,1,calm,9121,0.2628262530840387
Guanyuan,Wanliu,7.824861,1,cross,10656,0.297923655684813
Guanyuan,Wanliu,7.824861,1,aligned,6584,0.39031197408281654
Guanyuan,Wanliu,7.824861,1,opposed,7456,0.22591888200066645
Guanyuan,Wanliu,7.824861,3,calm,9105,0.02145773772542223
Guanyuan,Wanliu,7.824861,3,cross,10637,0.05117468245596158
Guanyuan,Wanliu,7.824861,3,aligned,6579,0.02536770436324904
Guanyuan,Wanliu,7.824861,3,opposed,7448,0.03009972587199519
Guanyuan,Wanliu,7.824861,6,calm,9075,-0.016146611658151004
Guanyuan,Wanliu,7.824861,6,cross,10630,-0.030769619664341507
Guanyuan,Wanliu,7.824861,6,aligned,6587,-0.03983323256713681
Guanyuan,Wanliu,7.824861,6,opposed,7445,-0.006698160415647086
Guanyuan,Wanliu,7.824861,12,calm,9035,-0.03624187885409382
Guanyuan,Wanliu,7.824861,12,cross,10656,-0.02567644662687131
Guanyuan,Wanliu,7.824861,12,aligned,6597,-0.0367042660103915
Guanyuan,Wanliu,7.824861,12,opposed,7442,-0.005026825579329942
Aotizhongxin,Wanliu,9.387864,0,calm,9058,0.3346528132277396
Aotizhongxin,Wanliu,9.387864,0,cross,7784,0.4251374376459388
Aotizhongxin,Wanliu,9.387864,0,aligned,9551,0.35139813907110967
Aotizhongxin,Wanliu,9.387864,0,opposed,7140,0.47697430657335743
Aotizhongxin,Wanliu,9.387864,1,calm,9056,0.27932773712764575
Aotizhongxin,Wanliu,9.387864,1,cross,7774,0.30526206309223436
Aotizhongxin,Wanliu,9.387864,1,aligned,9545,0.3353884104657838
Aotizhongxin,Wanliu,9.387864,1,opposed,7128,0.2740466269766023
Aotizhongxin,Wanliu,9.387864,3,calm,9042,0.028553034714716582
Aotizhongxin,Wanliu,9.387864,3,cross,7778,0.041989205394293544
Aotizhongxin,Wanliu,9.387864,3,aligned,9519,0.06453795021411148
Aotizhongxin,Wanliu,9.387864,3,opposed,7130,0.028615370167189447
Aotizhongxin,Wanliu,9.387864,6,calm,9017,-0.029344333019530666
Aotizhongxin,Wanliu,9.387864,6,cross,7786,-0.0055440920891093514
Aotizhongxin,Wanliu,9.387864,6,aligned,9484,-0.046021057111672425
Aotizhongxin,Wanliu,9.387864,6,opposed,7158,-0.02870833247394344
Aotizhongxin,Wanliu,9.387864,12,calm,8971,-0.03246206520922375
Aotizhongxin,Wanliu,9.387864,12,cross,7781,-0.01718494173262935
Aotizhongxin,Wanliu,9.387864,12,aligned,9520,-0.03124397264488456
Aotizhongxin,Wanliu,9.387864,12,opposed,7150,-0.010661109297139999
Gucheng,Wanliu,11.95705,0,calm,15419,0.3113661461535624
Gucheng,Wanliu,11.95705,0,cross,5659,0.386403203619813
Gucheng,Wanliu,11.95705,0,aligned,6907,0.4742826614538864
Gucheng,Wanliu,11.95705,0,opposed,5829,0.3563182893047202
Gucheng,Wanliu,11.95705,1,calm,15400,0.21855103798336512
Gucheng,Wanliu,11.95705,1,cross,5658,0.27030552413124076
Gucheng,Wanliu,11.95705,1,aligned,6904,0.3894501811280719
Gucheng,Wanliu,11.95705,1,opposed,5818,0.23722539952633412
Gucheng,Wanliu,11.95705,3,calm,15371,0.07245982654356228
Gucheng,Wanliu,11.95705,3,cross,5653,0.04963781690080656
Gucheng,Wanliu,11.95705,3,aligned,6911,0.055116780615286624
Gucheng,Wanliu,11.95705,3,opposed,5794,0.04153489862495707
Gucheng,Wanliu,11.95705,6,calm,15312,-0.0006160551610850808
Gucheng,Wanliu,11.95705,6,cross,5642,-0.021891938655381048
Gucheng,Wanliu,11.95705,6,aligned,6943,-0.0261982193490635
Gucheng,Wanliu,11.95705,6,opposed,5794,-0.022955252626107783
Gucheng,Wanliu,11.95705,12,calm,15257,-0.03130611105569786
Gucheng,Wanliu,11.95705,12,cross,5665,-0.048131498163172
Gucheng,Wanliu,11.95705,12,aligned,6933,-0.0409360288190098
Gucheng,Wanliu,11.95705,12,opposed,5819,-0.013741074403773229
Dongsi,Wanliu,12.819843,0,calm,7591,0.2744285392179854
Dongsi,Wanliu,12.819843,0,cross,7424,0.37358087656991473
Dongsi,Wanliu,12.819843,0,aligned,10560,0.33325413336274134
Dongsi,Wanliu,12.819843,0,opposed,8119,0.39064277011358134
Dongsi,Wanliu,12.819843,1,calm,7587,0.2200430141348958
Dongsi,Wanliu,12.819843,1,cross,7422,0.3056608235546549
Dongsi,Wanliu,12.819843,1,aligned,10548,0.34771107902081083
Dongsi,Wanliu,12.819843,1,opposed,8100,0.23600759233050006
Dongsi,Wanliu,12.819843,3,calm,7565,0.032510603024871985
Dongsi,Wanliu,12.819843,3,cross,7444,0.08074835046584611
Dongsi,Wanliu,12.819843,3,aligned,10505,0.07019879747708985
Dongsi,Wanliu,12.819843,3,opposed,8095,0.0340344514838269
Dongsi,Wanliu,12.819843,6,calm,7537,-0.015201239230036554
Dongsi,Wanliu,12.819843,6,cross,7442,0.0052380342774024586
Dongsi,Wanliu,12.819843,6,aligned,10506,-0.01998920457096415
Dongsi,Wanliu,12.819843,6,opposed,8099,-0.026108189092198777
Dongsi,Wanliu,12.819843,12,calm,7512,-0.01696771175590183
Dongsi,Wanliu,12.819843,12,cross,7433,-0.017187284882509594
Dongsi,Wanliu,12.819843,12,aligned,10526,-0.02850938148729463
Dongsi,Wanliu,12.819843,12,opposed,8098,-0.001280371124755685
Tiantan,Wanshouxigong,4.776389,0,calm,7506,0.4558096845939148
Tiantan,Wanshouxigong,4.776389,0,cross,4977,0.5132429613168374
Tiantan,Wanshouxigong,4.776389,0,aligned,12081,0.5399966330465643
Tiantan,Wanshouxigong,4.776389,0,opposed,8791,0.5568575734061411
Tiantan,Wanshouxigong,4.776389,1,calm,7500,0.23662701055030852
Tiantan,Wanshouxigong,4.776389,1,cross,4968,0.2625065633187001
Tiantan,Wanshouxigong,4.776389,1,aligned,12070,0.32570847016618965
Tiantan,Wanshouxigong,4.776389,1,opposed,8785,0.262600886706068
Tiantan,Wanshouxigong,4.776389,3,calm,7495,-0.011580894915936593
Tiantan,Wanshouxigong,4.776389,3,cross,4967,0.014134463902886599
Tiantan,Wanshouxigong,4.776389,3,aligned,12022,0.019380236173617567
Tiantan,Wanshouxigong,4.776389,3,opposed,8778,0.04798194139826302
Tiantan,Wanshouxigong,4.776389,6,calm,7445,-0.04681401504387437
Tiantan,Wanshouxigong,4.776389,6,cross,4974,-0.010626639765793158
Tiantan,Wanshouxigong,4.776389,6,aligned,11987,-0.0399636519962516
Tiantan,Wanshouxigong,4.776389,6,opposed,8798,-0.008592222458336862
Tiantan,Wanshouxigong,4.776389,12,calm,7410,-0.03205894207216004
Tiantan,Wanshouxigong,4.776389,12,cross,4975,-0.012169325517294634
Tiantan,Wanshouxigong,4.776389,12,aligned,11996,-0.025757533012569837
Tiantan,Wanshouxigong,4.776389,12,opposed,8793,-0.027148555836993
Guanyuan,Wanshouxigong,5.7785316,0,calm,9022,0.4229615071558395
Guanyuan,Wanshouxigong,5.7785316,0,cross,6388,0.4844770758428918
Guanyuan,Wanshouxigong,5.7785316,0,aligned,10364,0.39358453500664
Guanyuan,Wanshouxigong,5.7785316,0,opposed,7712,0.5458000047550692
Guanyuan,Wanshouxigong,5.7785316,1,calm,9014,0.3191637142223726
Guanyuan,Wanshouxigong,5.7785316,1,cross,6379,0.2991202574281993
Guanyuan,Wanshouxigong,5.7785316,1,aligned,10346,0.30468592310979337
Guanyuan,Wanshouxigong,5.7785316,1,opposed,7708,0.22315592939394016
Guanyuan,Wanshouxigong,5.7785316,3,calm,9019,0.023709238524094033
Guanyuan,Wanshouxigong,5.7785316,3,cross,6354,0.0455467891612431
Guanyuan,Wanshouxigong,5.7785316,3,aligned,10325,0.03399947461803207
Guanyuan,Wanshouxigong,5.7785316,3,opposed,7698,0.0013833347949708714
Guanyuan,Wanshouxigong,5.7785316,6,calm,8971,-0.0424414370198603
Guanyuan,Wanshouxigong,5.7785316,6,cross,6337,-0.07062792951166787
Guanyuan,Wanshouxigong,5.7785316,6,aligned,10316,-0.017102743404548443
Guanyuan,Wanshouxigong,5.7785316,6,opposed,7740,-0.027852632905199418
Guanyuan,Wanshouxigong,5.7785316,12,calm,8934,-0.039917049835978456
Guanyuan,Wanshouxigong,5.7785316,12,cross,6355,-0.03359793737405715
Guanyuan,Wanshouxigong,5.7785316,12,aligned,10325,0.002034602188972347
Guanyuan,Wanshouxigong,5.7785316,12,opposed,7749,-0.03630531663965555
Dongsi,Wanshouxigong,7.9308887,0,calm,7508,0.4182465927721173
Dongsi,Wanshouxigong,7.9308887,0,cross,8846,0.48480773318517734
Dongsi,Wanshouxigong,7.9308887,0,aligned,10186,0.4540605957642635
Dongsi,Wanshouxigong,7.9308887,0,opposed,6830,0.559440920424598
Dongsi,Wanshouxigong,7.9308887,1,calm,7500,0.35831500632944735
Dongsi,Wanshouxigong,7.9308887,1,cross,8847,0.32134139735570194
Dongsi,Wanshouxigong,7.9308887,1,aligned,10164,0.4013851535946015
Dongsi,Wanshouxigong,7.9308887,1,opposed,6826,0.2250729764750212
Dongsi,Wanshouxigong,7.9308887,3,calm,7494,0.026294078386354315
Dongsi,Wanshouxigong,7.9308887,3,cross,8822,0.036814792620756036
Dongsi,Wanshouxigong,7.9308887,3,aligned,10139,0.0538573057948252
Dongsi,Wanshouxigong,7.9308887,3,opposed,6819,0.010867765203030602
Dongsi,Wanshouxigong,7.9308887,6,calm,7453,-0.04724785032652989
Dongsi,Wanshouxigong,7.9308887,6,cross,8825,-0.017825259456458468
Dongsi,Wanshouxigong,7.9308887,6,aligned,10107,-0.03985589138145953
Dongsi,Wanshouxigong,7.9308887,6,opposed,6846,-0.027120553251192406
Dongsi,Wanshouxigong,7.9308887,12,calm,7421,-0.025655545511321556
Dongsi,Wanshouxigong,7.9308887,12,cross,8846,-0.020918291819424416
Dongsi,Wanshouxigong,7.9308887,12,aligned,10116,-0.02800830853677032
Dongsi,Wanshouxigong,7.9308887,12,opposed,6824,-0.029393098659599014
Nongzhanguan,Wanshouxigong,11.378752,0,calm,7506,0.3488560638533973
Nongzhanguan,Wanshouxigong,11.378752,0,cross,5932,0.4317529353045574
Nongzhanguan,Wanshouxigong,11.378752,0,aligned,12106,0.4062648459459158
Nongzhanguan,Wanshouxigong,11.378752,0,opposed,7898,0.4765602616771613
Nongzhanguan,Wanshouxigong,11.378752,1,calm,7499,0.2675701833096821
Nongzhanguan,Wanshouxigong,11.378752,1,cross,5934,0.2807191079651892
Nongzhanguan,Wanshouxigong,11.378752,1,aligned,12088,0.33470091261612733
Nongzhanguan,Wanshouxigong,11.378752,1,opposed,7884,0.2205568362543471
Nongzhanguan,Wanshouxigong,11.378752,3,calm,7498,0.03541507951364081
Nongzhanguan,Wanshouxigong,11.378752,3,cross,5913,0.029124312929605992
Nongzhanguan,Wanshouxigong,11.378752,3,aligned,12056,0.06473877553907968
Nongzhanguan,Wanshouxigong,11.378752,3,opposed,7877,0.02205453349893865
Nongzhanguan,Wanshouxigong,11.378752,6,calm,7459,-0.06862777026971453
Nongzhanguan,Wanshouxigong,11.378752,6,cross,5911,0.004714407054848331
Nongzhanguan,Wanshouxigong,11.378752,6,aligned,12030,-0.05956813301327088
Nongzhanguan,Wanshouxigong,11.378752,6,opposed,7905,-0.010464069746815335
Nongzhanguan,Wanshouxigong,11.378752,12,calm,7427,-0.04145086056745646
Nongzhanguan,Wanshouxigong,11.378752,12,cross,5941,-0.01656223516583625
Nongzhanguan,Wanshouxigong,11.378752,12,aligned,12040,-0.02488882037019917
Nongzhanguan,Wanshouxigong,11.378752,12,opposed,7894,-0.015791818716540205
