source,target,distance_km,lead_hour,wind_regime,n,partial_r_source_to_target_given_target_now
162,84,127.4264391502939,6,upwind,7532,0.16339566952009854
162,84,127.4264391502939,12,downwind,2251,0.2611819022784948
162,84,127.4264391502939,12,crosswind,1872,0.2298851189918233
162,84,127.4264391502939,12,upwind,7528,0.1371143027412856
162,84,127.4264391502939,24,downwind,2252,0.24248665020243884
162,84,127.4264391502939,24,crosswind,1871,0.1542620204217699
162,84,127.4264391502939,24,upwind,7520,0.13512733374866873
160,84,155.47812381045222,3,downwind,1714,0.21894511137702832
160,84,155.47812381045222,3,crosswind,4103,0.21024962320153978
160,84,155.47812381045222,3,upwind,5825,0.19147921399700768
160,84,155.47812381045222,6,downwind,1714,0.23694839240429014
160,84,155.47812381045222,6,crosswind,4101,0.22944089874310036
160,84,155.47812381045222,6,upwind,5826,0.20013659048136123
160,84,155.47812381045222,12,downwind,1713,0.23984163956257548
160,84,155.47812381045222,12,crosswind,4098,0.20863193211124134
160,84,155.47812381045222,12,upwind,5825,0.20390772045226274
160,84,155.47812381045222,24,downwind,1712,0.2288605371736459
160,84,155.47812381045222,24,crosswind,4092,0.21542278273447835
160,84,155.47812381045222,24,upwind,5824,0.17158216542681645
80,84,184.20595948324453,3,downwind,4526,0.27932526902732874
80,84,184.20595948324453,3,crosswind,4744,0.23130681693487165
80,84,184.20595948324453,3,upwind,2391,0.2158151595326707
80,84,184.20595948324453,6,downwind,4525,0.31000904083543884
80,84,184.20595948324453,6,crosswind,4745,0.21954981856344
80,84,184.20595948324453,6,upwind,2390,0.21365882474262637
80,84,184.20595948324453,12,downwind,4523,0.23363099098599088
80,84,184.20595948324453,12,crosswind,4745,0.2200073636120618
80,84,184.20595948324453,12,upwind,2387,0.20792118310432464
80,84,184.20595948324453,24,downwind,4522,0.12005563666718307
80,84,184.20595948324453,24,crosswind,4737,0.14445859267477018
80,84,184.20595948324453,24,upwind,2388,0.1568261054476737
161,84,191.9567541658429,3,downwind,2592,0.18562170035028386
161,84,191.9567541658429,3,crosswind,5712,0.18779600443453376
161,84,191.9567541658429,3,upwind,3357,0.19560223459343787
161,84,191.9567541658429,6,downwind,2593,0.18270700678110954
161,84,191.9567541658429,6,crosswind,5710,0.19717580932182963
161,84,191.9567541658429,6,upwind,3357,0.19541132437588715
161,84,191.9567541658429,12,downwind,2591,0.18591245174698648
161,84,191.9567541658429,12,crosswind,5711,0.17757569225702355
161,84,191.9567541658429,12,upwind,3353,0.17396330699753
161,84,191.9567541658429,24,downwind,2593,0.14204198229122525
161,84,191.9567541658429,24,crosswind,5703,0.1511409326701948
161,84,191.9567541658429,24,upwind,3351,0.10343675303115579
89,85,51.03358311298792,3,downwind,3065,0.23432815286635764
89,85,51.03358311298792,3,crosswind,2077,0.1385755945843739
89,85,51.03358311298792,3,upwind,6519,0.103984082923073
89,85,51.03358311298792,6,downwind,3066,0.23205427000781967
89,85,51.03358311298792,6,crosswind,2077,0.15847767609228794
89,85,51.03358311298792,6,upwind,6517,0.10700394303094428
89,85,51.03358311298792,12,downwind,3064,0.18071990424466958
89,85,51.03358311298792,12,crosswind,2077,0.12680481346967404
89,85,51.03358311298792,12,upwind,6514,0.10448640854720594
89,85,51.03358311298792,24,downwind,3065,0.11434628968007417
89,85,51.03358311298792,24,crosswind,2076,0.05034637255665208
89,85,51.03358311298792,24,upwind,6506,0.0843119501975301
46,85,109.459275388406,3,downwind,2745,0.18260798666866973
46,85,109.459275388406,3,crosswind,2925,0.13677797889140733
46,85,109.459275388406,3,upwind,5991,0.086060957339096
46,85,109.459275388406,6,downwind,2745,0.21969278588104593
46,85,109.459275388406,6,crosswind,2926,0.15864664892550723
46,85,109.459275388406,6,upwind,5989,0.08697977659003003
46,85,109.459275388406,12,downwind,2745,0.21112819873963284
46,85,109.459275388406,12,crosswind,2924,0.14328307696739725
46,85,109.459275388406,12,upwind,5986,0.06725722814372853
46,85,109.459275388406,24,downwind,2746,0.15129511348592378
46,85,109.459275388406,24,crosswind,2923,0.04986449705848752
46,85,109.459275388406,24,upwind,5978,0.043999377327297515
164,85,135.94785741343375,3,downwind,4398,0.1371561818535279
164,85,135.94785741343375,3,crosswind,4751,0.015836110564341338
164,85,135.94785741343375,3,upwind,2512,-0.059591117057853894
164,85,135.94785741343375,6,downwind,4400,0.18881175420243518
164,85,135.94785741343375,6,crosswind,4748,0.03872705771084688
164,85,135.94785741343375,6,upwind,2512,-0.04017218856740291
164,85,135.94785741343375,12,downwind,4400,0.16913375289286484
164,85,135.94785741343375,12,crosswind,4743,0.07793755583482163
164,85,135.94785741343375,12,upwind,2512,-0.010301666168493151
164,85,135.94785741343375,24,downwind,4395,0.0840495006994412
164,85,135.94785741343375,24,crosswind,4742,0.049612506685113675
164,85,135.94785741343375,24,upwind,2510,0.05800440140610395
90,85,148.92337318577617,3,downwind,4809,0.14125115108295572
90,85,148.92337318577617,3,crosswind,5404,0.04214157842066927
90,85,148.92337318577617,3,upwind,1448,0.013849382282404576
90,85,148.92337318577617,6,downwind,4812,0.20103760068064092
90,85,148.92337318577617,6,crosswind,5400,0.060972943993217114
90,85,148.92337318577617,6,upwind,1448,0.05394079402795793
90,85,148.92337318577617,12,downwind,4812,0.2024343580161039
90,85,148.92337318577617,12,crosswind,5395,0.09015143253333478
90,85,148.92337318577617,12,upwind,1448,0.07640282177656725
90,85,148.92337318577617,24,downwind,4805,0.11313329801542071
90,85,148.92337318577617,24,crosswind,5395,0.10890966387298384
90,85,148.92337318577617,24,upwind,1447,0.14189081042780402
171,85,149.52285606837052,3,downwind,2435,0.14257500724810523
171,85,149.52285606837052,3,crosswind,3176,0.08077342537722251
171,85,149.52285606837052,3,upwind,6050,-0.030050140838827222
171,85,149.52285606837052,6,downwind,2436,0.18150128350891973
171,85,149.52285606837052,6,crosswind,3177,0.10274471944505632
171,85,149.52285606837052,6,upwind,6047,-0.01655200818945014
171,85,149.52285606837052,12,downwind,2434,0.15727193229984304
171,85,149.52285606837052,12,crosswind,3178,0.08215611762661791
171,85,149.52285606837052,12,upwind,6043,0.005775895970001156
171,85,149.52285606837052,24,downwind,2436,0.09342796346491247
171,85,149.52285606837052,24,crosswind,3171,0.04112465063140055
171,85,149.52285606837052,24,upwind,6040,0.015241720855899721
88,86,65.5981122306506,3,downwind,5921,0.21341677610602547
88,86,65.5981122306506,3,crosswind,3882,0.10405351475220671
88,86,65.5981122306506,3,upwind,1851,0.01320246500552687
88,86,65.5981122306506,6,downwind,5918,0.25465928153017064
88,86,65.5981122306506,6,crosswind,3883,0.17571763976019567
88,86,65.5981122306506,6,upwind,1852,0.052117948643243456
88,86,65.5981122306506,12,downwind,5916,0.2818959743212967
88,86,65.5981122306506,12,crosswind,3882,0.22099377720035027
88,86,65.5981122306506,12,upwind,1850,0.16691410534362805
88,86,65.5981122306506,24,downwind,5909,0.22839967818213527
88,86,65.5981122306506,24,crosswind,3880,0.20346265112008063
88,86,65.5981122306506,24,upwind,1851,0.24336304377111273
87,86,80.52166908277427,3,downwind,3826,0.11649918617146128
87,86,80.52166908277427,3,crosswind,3399,0.02938909239367436
87,86,80.52166908277427,3,upwind,4434,0.1020641127279665
87,86,80.52166908277427,6,downwind,3827,0.16104210264659546
87,86,80.52166908277427,6,crosswind,3399,0.09223804368070751
87,86,80.52166908277427,6,upwind,4432,0.15861248929376492
87,86,80.52166908277427,12,downwind,3827,0.1915217848087835
87,86,80.52166908277427,12,crosswind,3396,0.1395647830799608
87,86,80.52166908277427,12,upwind,4430,0.19697344900776156
87,86,80.52166908277427,24,downwind,3825,0.1469971134586153
87,86,80.52166908277427,24,crosswind,3397,0.13885083686334207
87,86,80.52166908277427,24,upwind,4423,0.1678211578311749
165,86,99.70232919574453,3,downwind,6322,0.17382197841529423
165,86,99.70232919574453,3,crosswind,3383,0.12651604739250785
165,86,99.70232919574453,3,upwind,1950,0.054684893214581885
165,86,99.70232919574453,6,downwind,6319,0.20441144660467397
165,86,99.70232919574453,6,crosswind,3385,0.15602283782745477
165,86,99.70232919574453,6,upwind,1950,0.10545604890098441
165,86,99.70232919574453,12,downwind,6316,0.23582149749251125
165,86,99.70232919574453,12,crosswind,3385,0.2039476405794775
165,86,99.70232919574453,12,upwind,1948,0.14542533139416802
165,86,99.70232919574453,24,downwind,6309,0.21816595208564657
165,86,99.70232919574453,24,crosswind,3382,0.19799850393970583
165,86,99.70232919574453,24,upwind,1950,0.19650472648028505
166,86,121.90481125246907,3,downwind,6302,0.3109742891217115
166,86,121.90481125246907,3,crosswind,2325,0.1255827400219558
166,86,121.90481125246907,3,upwind,3032,0.016099924238488918
166,86,121.90481125246907,6,downwind,6301,0.3651167723505253
166,86,121.90481125246907,6,crosswind,2325,0.16316897419645685
166,86,121.90481125246907,6,upwind,3032,0.054280994991425476
166,86,121.90481125246907,12,downwind,6298,0.3381359680009515
166,86,121.90481125246907,12,crosswind,2325,0.24021851015685758
166,86,121.90481125246907,12,upwind,3030,0.12268325153876505
166,86,121.90481125246907,24,downwind,6291,0.23114029774536624
166,86,121.90481125246907,24,crosswind,2323,0.1748238670397179
166,86,121.90481125246907,24,upwind,3031,0.10803276372295183
171,86,150.99991071957672,3,downwind,5983,0.21870146838540835
171,86,150.99991071957672,3,crosswind,3173,0.07021286729069498
171,86,150.99991071957672,3,upwind,2503,0.027780791150433866
171,86,150.99991071957672,6,downwind,5980,0.28380073555390767
171,86,150.99991071957672,6,crosswind,3174,0.11373936463091712
171,86,150.99991071957672,6,upwind,2504,0.08369235599095233
171,86,150.99991071957672,12,downwind,5977,0.3205371329945107
171,86,150.99991071957672,12,crosswind,3174,0.14999091551488666
171,86,150.99991071957672,12,upwind,2502,0.1951616194831562
171,86,150.99991071957672,24,downwind,5974,0.2338383249267464
171,86,150.99991071957672,24,crosswind,3167,0.19296269780387496
171,86,150.99991071957672,24,upwind,2504,0.17067287616323557
86,87,80.52166908277427,3,downwind,4017,0.29846668113554764
86,87,80.52166908277427,3,crosswind,4332,0.23901403610933963
86,87,80.52166908277427,3,upwind,3311,0.1789808139361618
86,87,80.52166908277427,6,downwind,4016,0.3186736828742732
86,87,80.52166908277427,6,crosswind,4331,0.23377476823007856
86,87,80.52166908277427,6,upwind,3312,0.21020702797883936
86,87,80.52166908277427,12,downwind,4012,0.24761784489409688
86,87,80.52166908277427,12,crosswind,4330,0.17335498837002394
86,87,80.52166908277427,12,upwind,3312,0.14881450916301894
86,87,80.52166908277427,24,downwind,4008,0.09674490170995174
86,87,80.52166908277427,24,crosswind,4331,0.041466880210424835
86,87,80.52166908277427,24,upwind,3307,0.06132445233120787
88,87,82.4323514553438,3,downwind,5061,0.31504028393598466
88,87,82.4323514553438,3,crosswind,3152,0.16341065634712745
88,87,82.4323514553438,3,upwind,3443,0.057263001187017375
88,87,82.4323514553438,6,downwind,5058,0.32061637079274125
88,87,82.4323514553438,6,crosswind,3153,0.18304140813442182
88,87,82.4323514553438,6,upwind,3444,0.06681152901704976
88,87,82.4323514553438,12,downwind,5056,0.2535659576534373
88,87,82.4323514553438,12,crosswind,3152,0.20588744306653536
88,87,82.4323514553438,12,upwind,3442,0.08034288176742878
88,87,82.4323514553438,24,downwind,5053,0.14067352885644105
88,87,82.4323514553438,24,crosswind,3145,0.14520561206343566
88,87,82.4323514553438,24,upwind,3444,0.11608118930231268
165,87,85.05340903923359,3,downwind,5187,0.31802598672289
165,87,85.05340903923359,3,crosswind,3314,0.2175079388813271
165,87,85.05340903923359,3,upwind,3156,0.16417644880532054
165,87,85.05340903923359,6,downwind,5184,0.3381044031046907
165,87,85.05340903923359,6,crosswind,3315,0.22064231117168281
165,87,85.05340903923359,6,upwind,3157,0.1610379315299439
165,87,85.05340903923359,12,downwind,5184,0.2906799028012654
165,87,85.05340903923359,12,crosswind,3312,0.21048613164834387
165,87,85.05340903923359,12,upwind,3155,0.13362208636539444
165,87,85.05340903923359,24,downwind,5181,0.2339995205462713
165,87,85.05340903923359,24,crosswind,3306,0.23738666180870818
165,87,85.05340903923359,24,upwind,3156,0.18485626120115983
45,87,130.7284244700143,3,downwind,5455,0.20803099440899686
45,87,130.7284244700143,3,crosswind,3465,0.14380322995705663
45,87,130.7284244700143,3,upwind,2741,0.08954637918535946
45,87,130.7284244700143,6,downwind,5453,0.267384554607276
45,87,130.7284244700143,6,crosswind,3465,0.1621147424295151
45,87,130.7284244700143,6,upwind,2742,0.12378670074454862
45,87,130.7284244700143,12,downwind,5450,0.2995901541079175
45,87,130.7284244700143,12,crosswind,3465,0.18827647595701644
45,87,130.7284244700143,12,upwind,2740,0.1504497904217144
45,87,130.7284244700143,24,downwind,5443,0.26956947765079003
45,87,130.7284244700143,24,crosswind,3463,0.18261023251444963
45,87,130.7284244700143,24,upwind,2741,0.1394984257131581
171,87,157.16855203421454,3,downwind,4824,0.21922008222184658
171,87,157.16855203421454,3,crosswind,3550,0.1354653178412161
171,87,157.16855203421454,3,upwind,3287,0.09923853003637165
171,87,157.16855203421454,6,downwind,4823,0.2799252451026316
171,87,157.16855203421454,6,crosswind,3549,0.16476711465179447
171,87,157.16855203421454,6,upwind,3288,0.11280797219911848
171,87,157.16855203421454,12,downwind,4821,0.2864292914150849
171,87,157.16855203421454,12,crosswind,3548,0.18697457102304957
171,87,157.16855203421454,12,upwind,3286,0.1477428519545256
171,87,157.16855203421454,24,downwind,4819,0.18547854440937564
171,87,157.16855203421454,24,crosswind,3543,0.19240895632732394
171,87,157.16855203421454,24,upwind,3285,0.14743067030514306
165,88,38.520304950075534,3,downwind,6103,0.29472899234749733
165,88,38.520304950075534,3,crosswind,3928,0.26929649001342904
165,88,38.520304950075534,3,upwind,1636,0.2044168049404479
165,88,38.520304950075534,6,downwind,6100,0.26283437319968256
165,88,38.520304950075534,6,crosswind,3928,0.26395104628273686
165,88,38.520304950075534,6,upwind,1636,0.18987344303629483
165,88,38.520304950075534,12,downwind,6098,0.17439301647394959
165,88,38.520304950075534,12,crosswind,3927,0.19109084890347783
165,88,38.520304950075534,12,upwind,1634,0.1303952410149353
165,88,38.520304950075534,24,downwind,6091,0.12071289207103394
165,88,38.520304950075534,24,crosswind,3924,0.14566183300142327
165,88,38.520304950075534,24,upwind,1636,0.12227085046681818
86,88,65.5981122306506,3,downwind,1967,0.32700219200680153
86,88,65.5981122306506,3,crosswind,4052,0.342159823243314
86,88,65.5981122306506,3,upwind,5637,0.19415618156440337
86,88,65.5981122306506,6,downwind,1968,0.3482030193825632
86,88,65.5981122306506,6,crosswind,4048,0.3205278717950839
86,88,65.5981122306506,6,upwind,5637,0.15943962190139302
86,88,65.5981122306506,12,downwind,1965,0.31454648468105817
86,88,65.5981122306506,12,crosswind,4046,0.18235079753944775
86,88,65.5981122306506,12,upwind,5637,0.09356872605336244
86,88,65.5981122306506,24,downwind,1968,0.04370335401205063
86,88,65.5981122306506,24,crosswind,4045,0.0509953813427587
86,88,65.5981122306506,24,upwind,5627,0.01964872143422245
87,88,82.4323514553438,3,downwind,3309,0.22165337006388414
87,88,82.4323514553438,3,crosswind,3559,0.1374657278018708
87,88,82.4323514553438,3,upwind,4789,0.1318442589856495
87,88,82.4323514553438,6,downwind,3308,0.2742579135770533
87,88,82.4323514553438,6,crosswind,3560,0.13089475153674707
87,88,82.4323514553438,6,upwind,4786,0.15033974788413676
87,88,82.4323514553438,12,downwind,3308,0.22660028680979752
87,88,82.4323514553438,12,crosswind,3557,0.14851146415454589
87,88,82.4323514553438,12,upwind,4784,0.14433830298347375
87,88,82.4323514553438,24,downwind,3308,0.12926426421432763
87,88,82.4323514553438,24,crosswind,3553,0.10105939501933728
87,88,82.4323514553438,24,upwind,4780,0.10741083710032348
171,88,87.63674219001646,3,downwind,5743,0.2724247876742771
171,88,87.63674219001646,3,crosswind,3168,0.15338145053934138
171,88,87.63674219001646,3,upwind,2746,0.11526404924052491
171,88,87.63674219001646,6,downwind,5740,0.2908082542768996
171,88,87.63674219001646,6,crosswind,3167,0.16912363237170075
171,88,87.63674219001646,6,upwind,2747,0.1335755512256723
171,88,87.63674219001646,12,downwind,5739,0.2644013093611088
171,88,87.63674219001646,12,crosswind,3165,0.17682952174985747
171,88,87.63674219001646,12,upwind,2745,0.1795016123004934
171,88,87.63674219001646,24,downwind,5734,0.14535480801524134
171,88,87.63674219001646,24,crosswind,3162,0.13083076863332235
171,88,87.63674219001646,24,upwind,2745,0.11626484980213427
166,88,100.07176947325235,3,downwind,4342,0.2903695830051907
166,88,100.07176947325235,3,crosswind,4078,0.2227671893745139
166,88,100.07176947325235,3,upwind,3237,0.1545577758279992
166,88,100.07176947325235,6,downwind,4340,0.30204246392342
166,88,100.07176947325235,6,crosswind,4077,0.21277671243780172
166,88,100.07176947325235,6,upwind,3237,0.11814916941603704
166,88,100.07176947325235,12,downwind,4337,0.27137915509013466
166,88,100.07176947325235,12,crosswind,4077,0.1901903294372331
166,88,100.07176947325235,12,upwind,3235,0.07053338451520104
166,88,100.07176947325235,24,downwind,4339,0.14347647594147928
166,88,100.07176947325235,24,crosswind,4067,0.13346613043038305
166,88,100.07176947325235,24,upwind,3235,0.07739672538420582
85,89,51.03358311298792,3,downwind,6784,0.3322113429878672
85,89,51.03358311298792,3,crosswind,2329,0.2565998676266549
85,89,51.03358311298792,3,upwind,2548,0.15391785368004918
85,89,51.03358311298792,6,downwind,6784,0.2955436874857117
85,89,51.03358311298792,6,crosswind,2327,0.2574613285188356
85,89,51.03358311298792,6,upwind,2549,0.20005834337546005
85,89,51.03358311298792,12,downwind,6781,0.20823485320838123
85,89,51.03358311298792,12,crosswind,2325,0.20275602131369103
85,89,51.03358311298792,12,upwind,2549,0.19639201651760843
85,89,51.03358311298792,24,downwind,6775,0.12081387130153778
85,89,51.03358311298792,24,crosswind,2326,0.11743003310506973
85,89,51.03358311298792,24,upwind,2546,0.13781159844997234
46,89,58.42649870160033,3,downwind,2744,0.35854419344349586
46,89,58.42649870160033,3,crosswind,2931,0.27263143737976964
46,89,58.42649870160033,3,upwind,5986,0.2228001735180361
46,89,58.42649870160033,6,downwind,2744,0.3667282141088022
46,89,58.42649870160033,6,crosswind,2932,0.2711876813126048
46,89,58.42649870160033,6,upwind,5984,0.18684478552929326
46,89,58.42649870160033,12,downwind,2744,0.2355098919657562
46,89,58.42649870160033,12,crosswind,2930,0.22392725198216404
46,89,58.42649870160033,12,upwind,5981,0.13495432915211875
46,89,58.42649870160033,24,downwind,2745,0.1489808804251162
46,89,58.42649870160033,24,crosswind,2929,0.1309849792054452
46,89,58.42649870160033,24,upwind,5973,0.09019504647902146
171,89,112.33182597442374,3,downwind,2874,0.16237909808066905
171,89,112.33182597442374,3,crosswind,3175,0.14386091358310038
171,89,112.33182597442374,3,upwind,5612,0.0892015171565063
171,89,112.33182597442374,6,downwind,2875,0.19753661363330752
171,89,112.33182597442374,6,crosswind,3176,0.14853619798759796
171,89,112.33182597442374,6,upwind,5609,0.06974605369938475
171,89,112.33182597442374,12,downwind,2873,0.15055971413074953
171,89,112.33182597442374,12,crosswind,3176,0.10537103799953629
171,89,112.33182597442374,12,upwind,5606,0.043421453997776256
171,89,112.33182597442374,24,downwind,2873,0.08328471586460497
171,89,112.33182597442374,24,crosswind,3170,0.054564174554079005
171,89,112.33182597442374,24,upwind,5604,0.022242146121037545
167,89,127.14801145312862,3,downwind,2004,0.255105746486473
167,89,127.14801145312862,3,crosswind,3432,0.16504280771545538
167,89,127.14801145312862,3,upwind,6222,0.09433491332415882
167,89,127.14801145312862,6,downwind,2003,0.27810474523917156
167,89,127.14801145312862,6,crosswind,3433,0.17767432110585119
167,89,127.14801145312862,6,upwind,6221,0.09802219603317068
167,89,127.14801145312862,12,downwind,2001,0.24058564950956754
167,89,127.14801145312862,12,crosswind,3433,0.1574228558144926
167,89,127.14801145312862,12,upwind,6218,0.10250149208044056
167,89,127.14801145312862,24,downwind,2003,0.1979167734596711
167,89,127.14801145312862,24,crosswind,3432,0.10616274548072223
167,89,127.14801145312862,24,upwind,6209,0.07936391336958196
164,89,138.57956954642148,3,downwind,5073,0.18735344511102653
164,89,138.57956954642148,3,crosswind,5168,0.12080448842824715
164,89,138.57956954642148,3,upwind,1420,0.1555673771601193
164,89,138.57956954642148,6,downwind,5076,0.21771732642617103
164,89,138.57956954642148,6,crosswind,5163,0.10945002595039716
164,89,138.57956954642148,6,upwind,1421,0.17227311293482733
164,89,138.57956954642148,12,downwind,5075,0.20513423319554114
164,89,138.57956954642148,12,crosswind,5159,0.10533861576624151
164,89,138.57956954642148,12,upwind,1421,0.1402466172803055
164,89,138.57956954642148,24,downwind,5069,0.10810379955786986
164,89,138.57956954642148,24,crosswind,5159,0.08503847907636289
164,89,138.57956954642148,24,upwind,1419,0.09245815962071728
164,90,45.0598416226213,3,downwind,1443,0.19082521928703244
164,90,45.0598416226213,3,crosswind,3285,0.09386682244676843
164,90,45.0598416226213,3,upwind,6933,0.07600940318092754
164,90,45.0598416226213,6,downwind,1441,0.19247530328405751
164,90,45.0598416226213,6,crosswind,3289,0.07462816561778665
164,90,45.0598416226213,6,upwind,6930,0.06001717205382579
164,90,45.0598416226213,12,downwind,1440,0.18191726700066468
164,90,45.0598416226213,12,crosswind,3288,0.05224605559588771
164,90,45.0598416226213,12,upwind,6927,0.050348625354295636
164,90,45.0598416226213,24,downwind,1441,0.11980676233843204
164,90,45.0598416226213,24,crosswind,3285,0.053795664744117414
164,90,45.0598416226213,24,upwind,6921,0.015029718771317818
168,90,64.69640483843659,3,downwind,5122,0.22625648105193544
168,90,64.69640483843659,3,crosswind,4686,0.14928422708476247
168,90,64.69640483843659,3,upwind,1852,0.10821237941608415
168,90,64.69640483843659,6,downwind,5123,0.21914557201171636
168,90,64.69640483843659,6,crosswind,4685,0.14127888619327555
168,90,64.69640483843659,6,upwind,1851,0.10692792862206969
168,90,64.69640483843659,12,downwind,5123,0.19542285507305313
168,90,64.69640483843659,12,crosswind,4680,0.11175428201845146
168,90,64.69640483843659,12,upwind,1851,0.11202733142988494
168,90,64.69640483843659,24,downwind,5118,0.11166974030296274
168,90,64.69640483843659,24,crosswind,4678,0.07553217375825874
168,90,64.69640483843659,24,upwind,1850,0.10180918050823587
45,90,137.71433065611708,3,downwind,3732,0.19538405034243028
45,90,137.71433065611708,3,crosswind,4844,0.13279644063830348
45,90,137.71433065611708,3,upwind,3085,0.05792083783975139
45,90,137.71433065611708,6,downwind,3733,0.247615799588735
45,90,137.71433065611708,6,crosswind,4842,0.16036220648178237
45,90,137.71433065611708,6,upwind,3085,0.04798382844109262
45,90,137.71433065611708,12,downwind,3731,0.2491991174930535
45,90,137.71433065611708,12,crosswind,4841,0.1917433637389277
45,90,137.71433065611708,12,upwind,3083,0.0687990487294233
45,90,137.71433065611708,24,downwind,3732,0.18022375673134972
45,90,137.71433065611708,24,crosswind,4833,0.15303169585757895
45,90,137.71433065611708,24,upwind,3082,0.06649346114116159
169,90,142.84035039623112,3,downwind,7583,0.21008883413869167
169,90,142.84035039623112,3,crosswind,2271,0.12761083745656598
169,90,142.84035039623112,3,upwind,1807,0.12142859057646084
169,90,142.84035039623112,6,downwind,7580,0.2376577741963019
169,90,142.84035039623112,6,crosswind,2273,0.13987399570514353
169,90,142.84035039623112,6,upwind,1807,0.12544885000355205
169,90,142.84035039623112,12,downwind,7580,0.22474659924324808
169,90,142.84035039623112,12,crosswind,2270,0.11954201377678873
169,90,142.84035039623112,12,upwind,1805,0.11962546475232054
169,90,142.84035039623112,24,downwind,7575,0.1515917630075339
169,90,142.84035039623112,24,crosswind,2268,0.12076222162292205
169,90,142.84035039623112,24,upwind,1804,0.1543979524315901
85,90,148.92337318577617,3,downwind,2183,0.17738940259087252
85,90,148.92337318577617,3,crosswind,6073,0.21653148748536602
85,90,148.92337318577617,3,upwind,3405,0.13468045328815975
85,90,148.92337318577617,6,downwind,2182,0.187642955363932
85,90,148.92337318577617,6,crosswind,6075,0.2622374364405523
85,90,148.92337318577617,6,upwind,3403,0.15124518505560652
85,90,148.92337318577617,12,downwind,2181,0.1891116569189106
85,90,148.92337318577617,12,crosswind,6073,0.2730587768104764
85,90,148.92337318577617,12,upwind,3401,0.1522616793157681
85,90,148.92337318577617,24,downwind,2181,0.0846292569587798
85,90,148.92337318577617,24,crosswind,6067,0.21901152794445358
85,90,148.92337318577617,24,upwind,3399,0.15416682723900296
47,91,27.388000696556922,3,downwind,5051,0.2553287899367653
47,91,27.388000696556922,3,crosswind,3218,0.2271825083741072
47,91,27.388000696556922,3,upwind,3384,0.18892926596757936
47,91,27.388000696556922,6,downwind,5050,0.2578941606765608
47,91,27.388000696556922,6,crosswind,3217,0.22664284831406123
47,91,27.388000696556922,6,upwind,3384,0.14796688075134562
47,91,27.388000696556922,12,downwind,5047,0.22772803221376037
47,91,27.388000696556922,12,crosswind,3214,0.20064350147664836
47,91,27.388000696556922,12,upwind,3383,0.08301470761917171
47,91,27.388000696556922,24,downwind,5049,0.097890435044707
47,91,27.388000696556922,24,crosswind,3208,0.10179839704273255
47,91,27.388000696556922,24,upwind,3378,0.018615166369550126
95,91,72.38303687090792,3,downwind,6288,0.2872315261836543
95,91,72.38303687090792,3,crosswind,1943,0.16808896225974618
95,91,72.38303687090792,3,upwind,3420,0.078221235203379
95,91,72.38303687090792,6,downwind,6285,0.2802450575648676
95,91,72.38303687090792,6,crosswind,1943,0.16085145467856157
95,91,72.38303687090792,6,upwind,3421,0.08893353507067862
95,91,72.38303687090792,12,downwind,6281,0.23607522835110903
95,91,72.38303687090792,12,crosswind,1941,0.16036249505895672
95,91,72.38303687090792,12,upwind,3420,0.0962902740323216
95,91,72.38303687090792,24,downwind,6278,0.12189413916986823
95,91,72.38303687090792,24,crosswind,1939,0.07563414639452218
95,91,72.38303687090792,24,upwind,3416,0.04129672924826482
92,91,72.72666275686366,3,downwind,5294,0.24187388624718734
92,91,72.72666275686366,3,crosswind,3731,0.19224330050618288
92,91,72.72666275686366,3,upwind,2627,0.16943008167393453
92,91,72.72666275686366,6,downwind,5293,0.29290962202180837
92,91,72.72666275686366,6,crosswind,3730,0.20892310172181594
92,91,72.72666275686366,6,upwind,2627,0.1611545047080021
92,91,72.72666275686366,12,downwind,5290,0.28752750895510437
92,91,72.72666275686366,12,crosswind,3730,0.15361117613139733
92,91,72.72666275686366,12,upwind,2623,0.06403928706555492
92,91,72.72666275686366,24,downwind,5287,0.08599754631993688
92,91,72.72666275686366,24,crosswind,3723,0.07700998767896047
92,91,72.72666275686366,24,upwind,2624,0.03927350866878252
174,91,123.45276733578467,3,downwind,5346,0.10631274992601525
174,91,123.45276733578467,3,crosswind,2137,0.08895819686585396
174,91,123.45276733578467,3,upwind,3912,0.07505210984826076
174,91,123.45276733578467,6,downwind,5345,0.1174190220361565
174,91,123.45276733578467,6,crosswind,2138,0.10324676311321124
174,91,123.45276733578467,6,upwind,3910,0.08053922444693513
174,91,123.45276733578467,12,downwind,5342,0.10437538432277453
174,91,123.45276733578467,12,crosswind,2134,0.05797118770039848
174,91,123.45276733578467,12,upwind,3910,0.06255719623959893
174,91,123.45276733578467,24,downwind,5332,0.03087957989043542
174,91,123.45276733578467,24,crosswind,2136,0.029186220328832446
174,91,123.45276733578467,24,upwind,3909,-0.008412940265889603
94,91,138.6458779372516,3,downwind,3159,0.3005383149118199
94,91,138.6458779372516,3,crosswind,3189,0.321484062140582
94,91,138.6458779372516,3,upwind,5305,0.1383739793687421
94,91,138.6458779372516,6,downwind,3157,0.31867638905014184
94,91,138.6458779372516,6,crosswind,3191,0.33035274221321714
94,91,138.6458779372516,6,upwind,5303,0.16695460215023067
94,91,138.6458779372516,12,downwind,3156,0.24198367967180567
94,91,138.6458779372516,12,crosswind,3188,0.27281583444397123
94,91,138.6458779372516,12,upwind,5300,0.17048695881328854
