feature,lead_hour,distance_bin,bearing_source_to_target,edges,median_cross_r,median_partial_r,q25_partial_r,q75_partial_r
rh950,6,800-1600,W,2485,0.1443395319295724,0.014625468692983038,-0.00809198051322157,0.036926562179398444
rh950,6,800-1600,NW,1777,0.20035270994976861,0.019532125679970258,0.007956750715959506,0.036114335925370104
rh950,6,>=1600,NE,227,0.055806584639454225,0.04999203741433715,0.03041265407854877,0.06524531114959008
rh950,6,>=1600,E,91,0.15708083327843345,0.07212998324188695,0.0588329849020149,0.09141231363204955
rh950,6,>=1600,SE,86,0.19942814155388472,0.06149154337473066,0.0519959263369096,0.07195301452588264
rh950,6,>=1600,SW,227,0.0020492287884181525,-0.03113411869499713,-0.03973245685174363,-0.014973880563466609
rh950,6,>=1600,W,91,0.12162877993182963,0.02309316454337744,0.007345368134683326,0.07349913158515384
rh950,6,>=1600,NW,86,0.19083786347069143,0.03818493502516811,0.02811882991463654,0.05860037797706061
rh950,12,<50,N,16,0.6986437900859696,0.07341328505318212,0.03689461697663615,0.09913210730717162
rh950,12,<50,NE,11,0.6968382804014386,0.1108715253793673,0.07827042274245696,0.14527465976488105
rh950,12,<50,E,12,0.7121464350462587,0.1835269367115696,0.15666456819349087,0.22803558269197569
rh950,12,<50,SE,11,0.7130986507999083,0.15292784920359523,0.12801819073645296,0.17081900967126
rh950,12,<50,S,16,0.7161962449723968,0.09481909188884458,0.041500016413645986,0.13531720409005565
rh950,12,<50,SW,11,0.6869970425046216,0.0684303914099095,0.03835269310206576,0.08570080771562852
rh950,12,<50,W,12,0.7060961096595461,-0.013132590945550535,-0.03490427777324806,0.014799904446510439
rh950,12,<50,NW,11,0.6930266121943631,0.05097957517587647,0.006305291352375944,0.08828696166514402
rh950,12,50-100,N,51,0.6815040362493743,0.10154543500406282,0.07166646045375749,0.15024668030823096
rh950,12,50-100,NE,53,0.6976491319140612,0.18360408560343083,0.15079651048302403,0.20347148888095662
rh950,12,50-100,E,49,0.7122878590449764,0.22043924919564725,0.19524261531863296,0.2631597651289221
rh950,12,50-100,SE,58,0.7140914821159758,0.2289572550519434,0.18884073034837512,0.25784217309450497
rh950,12,50-100,S,51,0.7174823252973699,0.1794632598966122,0.1357111926757813,0.2043646031478212
rh950,12,50-100,SW,53,0.7081716547055603,0.1194462522810205,0.06499693078233428,0.1518249489642583
rh950,12,50-100,W,49,0.6916898305761561,0.06643136120470432,0.04124554682693778,0.10823435877048036
rh950,12,50-100,NW,58,0.6714436712559002,0.0732632220327199,0.03936506561533147,0.11934783262393316
rh950,12,100-200,N,189,0.6342715674372563,0.1490628969101201,0.11869281042354836,0.18474047524954418
rh950,12,100-200,NE,176,0.6579836371620577,0.2317436239438102,0.18213831908482842,0.26852347483084277
rh950,12,100-200,E,178,0.6901923530831153,0.29014516191296785,0.2328502698269171,0.3245439170476291
rh950,12,100-200,SE,167,0.7023193430739886,0.2967097528973562,0.23226811634071548,0.3344778212176854
rh950,12,100-200,S,189,0.687856518169271,0.24028451993068178,0.1807274524845555,0.2859546083094684
rh950,12,100-200,SW,176,0.6622163111050554,0.15814011726343755,0.07825744303666587,0.19866526054457864
rh950,12,100-200,W,178,0.6458303609367471,0.09396179902196829,0.05646222081807213,0.13047075576159334
rh950,12,100-200,NW,167,0.6448144891064383,0.1052705488347241,0.07081740996840623,0.14734903881320704
rh950,12,200-400,N,528,0.5244530922836868,0.13971291258395266,0.09185618582332034,0.17420736453636035
rh950,12,200-400,NE,525,0.6089355626125259,0.2413603338196609,0.1887013149090555,0.29822235153130994
rh950,12,200-400,E,536,0.6443512098960051,0.34159133408272996,0.28001193798098034,0.38599673978507043
rh950,12,200-400,SE,526,0.6264749333516652,0.33683740040061655,0.2793776457518721,0.37752544844481667
rh950,12,200-400,S,528,0.6112103655820789,0.2659678180784486,0.20028918074336705,0.314691021793991
rh950,12,200-400,SW,525,0.584320251081746,0.14704818426426614,0.07472997523675663,0.2037520086990973
rh950,12,200-400,W,536,0.5341049936826721,0.05915686365501692,0.023548633864892067,0.1071601482434302
rh950,12,200-400,NW,526,0.5118784806084917,0.07863454080425256,0.04004644271583258,0.12701927573351118
rh950,12,400-800,N,1616,0.3152077412791886,0.08736222140978285,0.05527919442703249,0.12135692258428946
rh950,12,400-800,NE,1311,0.44038670828996085,0.2012573115642533,0.14646211932874098,0.2682398894974737
rh950,12,400-800,E,1564,0.5031651166785437,0.30315160829374477,0.2460276012722808,0.34930900377741964
rh950,12,400-800,SE,1493,0.4726832309700117,0.28194565163766117,0.241211024439986,0.3156322944588498
rh950,12,400-800,S,1616,0.40704723896193096,0.18553965233948683,0.13207878103062096,0.22815884909665884
rh950,12,400-800,SW,1311,0.3698808068238409,0.07219879544905593,0.023117818364892545,0.12369500792839856
rh950,12,400-800,W,1564,0.3323236922160332,0.025663074765401174,-0.011417842720293432,0.0689077378535534
rh950,12,400-800,NW,1493,0.3073097353138116,0.0244342223754844,-0.0008380334960436341,0.0570216743490054
rh950,12,800-1600,N,1293,0.14086936595890484,0.026297559938047763,0.0056839854665456544,0.05855575087471096
rh950,12,800-1600,NE,1807,0.2152861511423492,0.12055382905877787,0.08440002945489883,0.15679503994143587
rh950,12,800-1600,E,2485,0.22421731584871296,0.1567888964932658,0.1150773793274555,0.2095713097965133
rh950,12,800-1600,SE,1777,0.26569644017980193,0.1498573908056105,0.11467571456611175,0.20495906341080744
rh950,12,800-1600,S,1293,0.1932714935313129,0.08489048519327608,0.05070718393905986,0.12837732939750257
rh950,12,800-1600,SW,1807,0.13119612497733935,0.0010601998148797554,-0.023702116593214133,0.03769368959349742
rh950,12,800-1600,W,2485,0.13098285016403102,0.027197612190309427,-0.0020086561795599565,0.056367285907295867
rh950,12,800-1600,NW,1777,0.1768335019858341,0.028673540937049782,0.015279622818477041,0.05040224998859308
rh950,12,>=1600,NE,227,0.0774633225185914,0.06999724342376806,0.039600129367895025,0.09723944400869168
rh950,12,>=1600,E,91,0.18209847173368324,0.11564941106675844,0.0896525671835821,0.14017565130718845
rh950,12,>=1600,SE,86,0.19954502279500635,0.08720147374189993,0.07526279010446119,0.10231781621352799
rh950,12,>=1600,SW,227,-0.012347315288886994,-0.03205162982692215,-0.04628804579738373,-0.01984919176144613
rh950,12,>=1600,W,91,0.11362519827084416,0.042216167574320805,0.017778940136937902,0.10533862434105373
rh950,12,>=1600,NW,86,0.1832278607111091,0.050028087209179395,0.0378279985814563,0.09288878795544334
rh950,24,<50,N,16,0.5098877763001846,0.06102245237226335,0.04812953384291587,0.06809773914648443
rh950,24,<50,NE,11,0.5050613969327656,0.09195887235411368,0.07510377263444493,0.1253700086879076
rh950,24,<50,E,12,0.520585212080185,0.13203885895193576,0.11668271114504283,0.1838367979503397
rh950,24,<50,SE,11,0.5231218138623855,0.09941069015790056,0.07026277091663292,0.12687361425121063
rh950,24,<50,S,16,0.5213344315704638,0.04189645462496802,0.004825782375950063,0.06105906565843022
rh950,24,<50,SW,11,0.4857976395033224,0.0158917340244444,-0.0063537064697573925,0.03962947870691384
rh950,24,<50,W,12,0.511896070028263,-0.04170745385182145,-0.07611153506912899,-0.02902021598866766
rh950,24,<50,NW,11,0.5107678459377375,0.017643026163995455,0.0013204784153699484,0.0463972121808284
rh950,24,50-100,N,51,0.5008158927019075,0.0761895754503833,0.03273816265243161,0.10623680253631285
rh950,24,50-100,NE,53,0.5110829827692822,0.14198705689702706,0.10218195807398887,0.1665014540857258
rh950,24,50-100,E,49,0.5246977713054307,0.16837198000844347,0.13674378560753034,0.1925113907163521
rh950,24,50-100,SE,58,0.5164503011969419,0.16001318130561237,0.11423314141406074,0.17757674616863944
rh950,24,50-100,S,51,0.5266453569469864,0.10666815042199464,0.07954316644122911,0.1318945516960663
rh950,24,50-100,SW,53,0.5144243401914786,0.04677540613763658,0.005370898062190967,0.09649305071688909
rh950,24,50-100,W,49,0.5057749086804577,0.010342831719736259,-0.014623800601475686,0.05185872594143073
rh950,24,50-100,NW,58,0.4844099925851542,0.0425732847354421,0.0030615699374633137,0.08106514152324895
rh950,24,100-200,N,189,0.4712137466519194,0.10854440852418185,0.07407026952626927,0.1501752815651436
rh950,24,100-200,NE,176,0.49092380395159074,0.17387103190168154,0.12964189127102183,0.20937276250279632
rh950,24,100-200,E,178,0.5087886146615181,0.21975291117910978,0.16631684155070242,0.2537472340765411
rh950,24,100-200,SE,167,0.5270827695507058,0.2120958646817901,0.15706324841033753,0.25733651389239787
rh950,24,100-200,S,189,0.5099234043556004,0.1508162326132348,0.10348137986837468,0.19640668342028375
rh950,24,100-200,SW,176,0.48749961262502517,0.07490501487748828,0.011715683437256782,0.13064733282569993
rh950,24,100-200,W,178,0.46596888136891956,0.03429778629171053,0.002534066885123389,0.07293606782660292
rh950,24,100-200,NW,167,0.474006372762643,0.06383655898861641,0.02932492963960852,0.09978487643715099
rh950,24,200-400,N,528,0.39200606840614466,0.10415657954759235,0.05746772950512627,0.13891271522739979
rh950,24,200-400,NE,525,0.47000326658261005,0.19648448003920488,0.15583835587423334,0.25591404770015697
rh950,24,200-400,E,536,0.5130817488860898,0.29585762617365907,0.22096230584474374,0.3446013596563394
rh950,24,200-400,SE,526,0.5048967101479178,0.2841069559615226,0.21723816594267636,0.33697861923631567
rh950,24,200-400,S,528,0.47678318495806804,0.20727040768034516,0.13411777230279154,0.25343703848770627
rh950,24,200-400,SW,525,0.43936540984690514,0.09709663314742929,0.02385022705977856,0.14823732001811193
rh950,24,200-400,W,536,0.40166853015825693,0.020671617814510653,-0.008536938845336527,0.05969144670422606
rh950,24,200-400,NW,526,0.37434858906457635,0.04278434538697424,0.011333178188297661,0.08804120925895137
rh950,24,400-800,N,1616,0.23172046794013862,0.07272105220287636,0.03834604520204146,0.10784529428159595
rh950,24,400-800,NE,1311,0.368804630744861,0.19488325570267853,0.130882763304036,0.27649979321124796
rh950,24,400-800,E,1564,0.4519573180302381,0.32300249765745914,0.2567707032882489,0.37569177554632827
rh950,24,400-800,SE,1493,0.4527746220655622,0.3018899534769034,0.2513621651542469,0.3414090558007331
rh950,24,400-800,S,1616,0.3418565277754219,0.16477864270589743,0.10650855267960674,0.22215916667575558
rh950,24,400-800,SW,1311,0.2883786602039566,0.05315500811151245,0.01296289233263858,0.10095079132338686
rh950,24,400-800,W,1564,0.25481714799320004,0.00952572275469359,-0.023586022142066915,0.04297859180583162
rh950,24,400-800,NW,1493,0.22068871745114138,0.009023251636806786,-0.012626114604935346,0.03462241752269599
rh950,24,800-1600,N,1293,0.09242203656200502,0.01136982374492929,-0.00931194229164009,0.047731258802172306
rh950,24,800-1600,NE,1807,0.19765004830441976,0.1301624148831596,0.08435087496715254,0.17651226356448949
rh950,24,800-1600,E,2485,0.2672367471635979,0.22292165553294463,0.17162264466139882,0.2819646340771726
rh950,24,800-1600,SE,1777,0.27383060744813764,0.1890796468814223,0.14380629799325026,0.25999987942101155
rh950,24,800-1600,S,1293,0.17773421478969492,0.08518778728152862,0.04733512550845396,0.1406767652788358
rh950,24,800-1600,SW,1807,0.09379490029301474,0.0017764449405466944,-0.023491780178383076,0.0312604766606589
rh950,24,800-1600,W,2485,0.11599502823447339,0.03292432941720157,0.00873770138511985,0.06374639663413859
rh950,24,800-1600,NW,1777,0.13256327298282242,0.013714600481964274,-0.00582766872401307,0.04147257581464378
rh950,24,>=1600,NE,227,0.09699313601375512,0.08364131032012168,0.04748511122672282,0.12874247320230225
rh950,24,>=1600,E,91,0.2165798167028328,0.17128418753854668,0.12696599297934155,0.206417210591527
rh950,24,>=1600,SE,86,0.20280879627938986,0.11994376426846248,0.09434031627570429,0.1357678358263832
rh950,24,>=1600,SW,227,0.0003360810048242789,-0.01653378148691335,-0.034503689061706075,0.0015585245948222326
rh950,24,>=1600,W,91,0.11132759450993208,0.06541980364433327,0.03780729879207449,0.10618285071251463
rh950,24,>=1600,NW,86,0.1615547290174329,0.05539253619498048,0.03659618440989666,0.09760329327805907
rh950,0,<50,all,50,0.9754224332249717,,,
rh950,0,50-100,all,211,0.9217552310821071,,,
rh950,0,100-200,all,710,0.8273983051295213,,,
rh950,0,200-400,all,2115,0.6683425444963179,,,
rh950,0,400-800,all,5984,0.42266550505866063,,,
rh950,0,800-1600,all,7362,0.1932000419022014,,,
rh950,0,>=1600,all,404,0.07412231439880664,,,
wind_speed,3,<50,N,16,0.8181383921087273,0.059207568797757265,0.030621405324487202,0.10983659154924666
wind_speed,3,<50,NE,11,0.8095664582567174,0.13775067603176142,0.1072925243810492,0.1630552220382715
wind_speed,3,<50,E,12,0.8296397585820686,0.16602465499357943,0.12656606428355316,0.1949619850339961
wind_speed,3,<50,SE,11,0.8419467827558472,0.18815706218792733,0.11913507453349476,0.2264539593627342
wind_speed,3,<50,S,16,0.8243066275307218,0.12741449400226132,0.06941440499241937,0.1605374948378353
wind_speed,3,<50,SW,11,0.7911097489623659,0.0627860639409803,0.03399015496680311,0.1177525765168476
wind_speed,3,<50,W,12,0.7913899716108699,0.038547296276766556,-0.008198307059266935,0.07137868694218827
wind_speed,3,<50,NW,11,0.7962496331916606,0.024211960884746853,-0.010305527402200254,0.06690007006105599
wind_speed,3,50-100,N,51,0.7033345028017948,0.09354248763840638,0.03481022877703787,0.1334154681334181
wind_speed,3,50-100,NE,53,0.7498949657486195,0.12990407335075785,0.09828224319161642,0.1770165110992272
wind_speed,3,50-100,E,49,0.759536375387691,0.2241325827719399,0.17571916079757724,0.2676800721894597
wind_speed,3,50-100,SE,58,0.7895412544009762,0.2668113097422883,0.23383494361662155,0.30649901151824016
wind_speed,3,50-100,S,51,0.7663582500716922,0.21626366510899492,0.16545661556404695,0.26635973132148894
wind_speed,3,50-100,SW,53,0.7369036535145933,0.13221085604933439,0.08130131183789997,0.19065639811952412
wind_speed,3,50-100,W,49,0.706507648273373,0.04968121900718937,0.021910452932649593,0.09649784587793862
wind_speed,3,50-100,NW,58,0.7048828736203036,0.05226055786180829,0.023002332646437043,0.0890676517159704
wind_speed,3,100-200,N,189,0.5736545903364634,0.08249918726000492,0.025924760933414576,0.13258084073170348
wind_speed,3,100-200,NE,176,0.6339948755313778,0.13986918969585538,0.09901893767771118,0.19875049463215547
wind_speed,3,100-200,E,178,0.6607827987644517,0.24464777772411206,0.17638364069238566,0.2828699639845613
wind_speed,3,100-200,SE,167,0.6536243188981805,0.2637060168532287,0.21303082611293456,0.2994519058350775
wind_speed,3,100-200,S,189,0.6429245008485496,0.2360010923468257,0.18443033953876434,0.27791979186299054
wind_speed,3,100-200,SW,176,0.6186989743881055,0.13064076675214636,0.08119809442940086,0.19233219287294262
wind_speed,3,100-200,W,178,0.5872411699632711,0.05396535807856505,0.030039554517635954,0.08707697945613461
wind_speed,3,100-200,NW,167,0.5666703052187092,0.047995409270460074,0.016593318692898637,0.08283498449834235
wind_speed,3,200-400,N,528,0.3688557170881086,0.040901675927556884,0.006267490328626814,0.07388116901642625
wind_speed,3,200-400,NE,525,0.45205568963794673,0.102483957481304,0.06581102579228412,0.13964571397772396
wind_speed,3,200-400,E,536,0.49342586374984443,0.2029041816739322,0.13477839031572436,0.245810344061789
wind_speed,3,200-400,SE,526,0.44609291748257596,0.20171192892573794,0.16727089234756354,0.23806389024141025
wind_speed,3,200-400,S,528,0.44802051185300407,0.1786071570388017,0.14506872103019486,0.21564629757112536
wind_speed,3,200-400,SW,525,0.4559108507552216,0.12049759218644769,0.08522262148620012,0.15566597783188335
wind_speed,3,200-400,W,536,0.40968570056684217,0.03307316623138118,0.010790929131268332,0.06531228663388156
wind_speed,3,200-400,NW,526,0.3404463948997757,0.02158382424323215,-0.0017182527915861616,0.04989135093081361
wind_speed,3,400-800,N,1616,0.1457245187678512,0.009567817936613196,-0.011253959795880187,0.02915312678726701
wind_speed,3,400-800,NE,1311,0.24223509344528626,0.0512794632526049,0.02006724076138265,0.09225318396783563
wind_speed,3,400-800,E,1564,0.2899744186757881,0.12714231877363547,0.0882997674309204,0.16023862373868247
wind_speed,3,400-800,SE,1493,0.2002890470382205,0.1076676970943363,0.08094716930647493,0.13590372773595344
wind_speed,3,400-800,S,1616,0.1922441329904156,0.07879143625689508,0.054613223527512626,0.10670062974631708
wind_speed,3,400-800,SW,1311,0.25694441640991966,0.07642231473993173,0.044149484646263434,0.10650606778787647
wind_speed,3,400-800,W,1564,0.2181523922435818,0.01685919297693584,-0.0057104234976386725,0.05264348723068234
wind_speed,3,400-800,NW,1493,0.13254461164421985,-0.0070988688493815255,-0.0215932388019013,0.011988789394778338
wind_speed,3,800-1600,N,1293,0.03150084140788805,0.0006552483250766796,-0.012920107584774722,0.010647047615695678
wind_speed,3,800-1600,NE,1807,0.05873959379336817,0.013752193241739407,-0.005363181037666292,0.0320057051195805
wind_speed,3,800-1600,E,2485,0.09891222122108681,0.03679838848440545,0.021297504494103826,0.060953655898069954
wind_speed,3,800-1600,SE,1777,0.06408219193798759,0.03161787751365376,0.015192829289508845,0.05939690825264697
wind_speed,3,800-1600,S,1293,0.05088890695617026,0.027914855332385313,0.012732030639487805,0.04373375492572861
wind_speed,3,800-1600,SW,1807,0.059170965299876525,0.020750502898138862,0.004021884174566092,0.048314054073691874
wind_speed,3,800-1600,W,2485,0.08407893119601494,0.019487860533810103,-0.0010858636585510428,0.038815629983427115
wind_speed,3,800-1600,NW,1777,0.04523266480590682,0.002353912007420628,-0.006447204332091698,0.011675444680072663
wind_speed,3,>=1600,NE,227,0.037970979738826245,0.017452132047463348,0.008219535835803777,0.026407638018992673
wind_speed,3,>=1600,E,91,0.03890145033723821,0.023994434174771796,0.018134923324751744,0.030423680003152112
wind_speed,3,>=1600,SE,86,0.012921685485348685,0.003936051789385603,-0.002524825291595074,0.01101185999100536
wind_speed,3,>=1600,SW,227,0.02813800028636096,0.0038381060011191495,-0.001930057090680362,0.009588252002761158
wind_speed,3,>=1600,W,91,0.02254536864545264,0.004772612271257339,-0.002301694735470171,0.021331959273646794
wind_speed,3,>=1600,NW,86,0.006464086183502964,0.0004063187252931095,-0.006098350027413962,0.005323103145605452
wind_speed,6,<50,N,16,0.655217665012681,0.0762748123888419,0.05166272962091344,0.12119660790470084
wind_speed,6,<50,NE,11,0.626137356643942,0.11719106308326378,0.08647627987640596,0.15918789931125554
wind_speed,6,<50,E,12,0.6528559128641055,0.15213030996432336,0.09178259003814704,0.1843857358933486
wind_speed,6,<50,SE,11,0.6710375081338239,0.13446924945997207,0.11511707529957159,0.19241823387838142
wind_speed,6,<50,S,16,0.6578445751793682,0.07769841797640996,0.027357535525147907,0.11970892741022715
wind_speed,6,<50,SW,11,0.6190858399050894,0.05565540593703882,0.01840955578321113,0.08576160998312707
wind_speed,6,<50,W,12,0.6137099896547036,0.020613814318308853,-0.016141504348091095,0.08134992296093399
wind_speed,6,<50,NW,11,0.6298053094019443,0.02911939813960708,-0.009792682642017225,0.07148637605496089
wind_speed,6,50-100,N,51,0.553125715212099,0.10220555355293386,0.034136272819063965,0.13957453709695142
wind_speed,6,50-100,NE,53,0.6017629062860612,0.13963636743763078,0.0962372658745118,0.18393314017357068
wind_speed,6,50-100,E,49,0.6135683912902512,0.21308799883409,0.1744831787342644,0.2497008451601096
wind_speed,6,50-100,SE,58,0.6484780478186529,0.2335299997571193,0.20871902877115614,0.26757056202940166
wind_speed,6,50-100,S,51,0.6132280680922075,0.18210878663159893,0.13936471744559345,0.21283120347239048
wind_speed,6,50-100,SW,53,0.5954878593532128,0.11592184890898781,0.057807175490920806,0.15311650601810628
wind_speed,6,50-100,W,49,0.5637714856006183,0.041142989209427445,0.017064833276688892,0.0872569164109243
wind_speed,6,50-100,NW,58,0.558625023318295,0.057646323332509075,0.02417119716758762,0.08467255561602476
wind_speed,6,100-200,N,189,0.48339503740099576,0.09611597631940808,0.03209676416761697,0.14768426144548494
wind_speed,6,100-200,NE,176,0.5287444264814279,0.1541255306224592,0.1002646493491233,0.21089379101760697
wind_speed,6,100-200,E,178,0.576446752741278,0.2513405110190192,0.19261504997984275,0.2868367602285502
wind_speed,6,100-200,SE,167,0.5779689054982835,0.266367558892383,0.22147924126406432,0.3028317465805893
wind_speed,6,100-200,S,189,0.5569134286194063,0.2303648625248911,0.18397720304844323,0.28525434264365285
wind_speed,6,100-200,SW,176,0.5080116922593956,0.12744167890920957,0.07941060922265997,0.18850334191510953
wind_speed,6,100-200,W,178,0.4681880110784946,0.05629592619701947,0.03431821553608344,0.09463191966509338
wind_speed,6,100-200,NW,167,0.4452393752279574,0.056460339164483155,0.02555484432360497,0.08779516854972508
wind_speed,6,200-400,N,528,0.30345044834069945,0.057521759506925986,0.017604434201798462,0.08802020800371
wind_speed,6,200-400,NE,525,0.39155726965547083,0.12097438608056484,0.07966477269624316,0.15935798679035343
wind_speed,6,200-400,E,536,0.4742400347465309,0.2426493241059096,0.16198106515319574,0.29179329911301655
wind_speed,6,200-400,SE,526,0.4457871554835451,0.2545445236225681,0.21549603427557484,0.29049557352715577
wind_speed,6,200-400,S,528,0.42780917597266344,0.21675183262864356,0.17602474598633475,0.25813388792934083
wind_speed,6,200-400,SW,525,0.40004849126951925,0.13858667621446258,0.09925507974656254,0.18016242350724712
wind_speed,6,200-400,W,536,0.33075477507859785,0.043134650575461134,0.019047409119127088,0.07582114628946401
wind_speed,6,200-400,NW,526,0.2709684357030746,0.03459761661674079,0.011176116345139086,0.06272484766174882
wind_speed,6,400-800,N,1616,0.11412144182364364,0.015728198461700094,-0.012462556699083322,0.04143110321539681
wind_speed,6,400-800,NE,1311,0.21133868977211445,0.06524924290549819,0.026816493059675883,0.1155222949748752
wind_speed,6,400-800,E,1564,0.2990503027349514,0.17049094879373894,0.1213717517922732,0.2122203375901946
wind_speed,6,400-800,SE,1493,0.2254867147707311,0.15271557985493822,0.11406027247244319,0.1865591248348844
wind_speed,6,400-800,S,1616,0.19900236890915146,0.10460179234198946,0.07417316385411715,0.14178164528325216
wind_speed,6,400-800,SW,1311,0.24214915515884786,0.09985593751983976,0.05897929154625108,0.13803955705577436
wind_speed,6,400-800,W,1564,0.1768831020986102,0.027053947000283803,0.0007443460109392399,0.07015113172885494
wind_speed,6,400-800,NW,1493,0.10303666733869844,-0.0014522507304214397,-0.01839309571824677,0.02230079974902693
wind_speed,6,800-1600,N,1293,0.026067605682091894,0.003967170573705031,-0.015600798284961056,0.018775214831849702
wind_speed,6,800-1600,NE,1807,0.05333980927558853,0.01919538857597277,-0.00652189230376406,0.039718646846166446
wind_speed,6,800-1600,E,2485,0.102435581322372,0.05365132539808055,0.03265662723612579,0.09003799444172195
wind_speed,6,800-1600,SE,1777,0.07557377478614319,0.05073363506539111,0.026454993560241242,0.08792036217354644
wind_speed,6,800-1600,S,1293,0.061078363147216395,0.04213266243808487,0.020017387818782862,0.061818920345094175
wind_speed,6,800-1600,SW,1807,0.05611736045623232,0.029410121239615946,0.005065674969189009,0.06780232846568737
wind_speed,6,800-1600,W,2485,0.07356985925505173,0.030281189798131502,0.002661165863467437,0.05443972386327838
wind_speed,6,800-1600,NW,1777,0.037988110127016035,0.005693448373528368,-0.00438785043654796,0.018395780715171367
wind_speed,6,>=1600,NE,227,0.03730004038097749,0.020688121810291497,0.0102920178071989,0.031046231582725292
wind_speed,6,>=1600,E,91,0.04325996039923897,0.03159548517113027,0.022911761628688864,0.04209847235805204
wind_speed,6,>=1600,SE,86,0.011908160249891962,0.007463128682085788,-0.00379154844577826,0.015622812828136224
wind_speed,6,>=1600,SW,227,0.02056136357622997,0.0036022086271497943,-0.002105858996630115,0.011366498781139291
wind_speed,6,>=1600,W,91,0.014772970391969393,0.005128387506029592,-0.0012581847729381686,0.03115196028557149
wind_speed,6,>=1600,NW,86,0.003156710147269855,-0.0026689589436285142,-0.008226619986469178,0.002928897034458604
wind_speed,12,<50,N,16,0.43943674879399963,0.051705911344722424,0.03300610186130356,0.08169087336655347
wind_speed,12,<50,NE,11,0.40182211706869125,0.07475080199797607,0.019087295671178957,0.11769098561772383
wind_speed,12,<50,E,12,0.4344691082945107,0.12083529932261917,0.10298917876073922,0.14003530653106103
wind_speed,12,<50,SE,11,0.4467676975660038,0.12073687688108974,0.07404842342796074,0.12449193347205985
wind_speed,12,<50,S,16,0.4328443993860286,0.029517290020072362,0.013453994732625608,0.050980331710591076
wind_speed,12,<50,SW,11,0.40826909861308514,0.0486194863563133,0.01088935497150121,0.0763136584597667
wind_speed,12,<50,W,12,0.3937468523715782,-0.004462714819005164,-0.036614205312089886,0.03138276393177444
wind_speed,12,<50,NW,11,0.4207986631198,0.006241323162340666,-0.002256152111726217,0.03348324168439451
wind_speed,12,50-100,N,51,0.3509955724633102,0.06622744708989911,0.03357863813127801,0.09196035910330093
wind_speed,12,50-100,NE,53,0.3853511010918173,0.10151817469057106,0.06392596640868528,0.13876835822967756
wind_speed,12,50-100,E,49,0.41039593799305224,0.14514071298872347,0.10991164332290108,0.18664013546963512
wind_speed,12,50-100,SE,58,0.4307403963088748,0.16895397633104597,0.1385108810913714,0.18391179387989232
wind_speed,12,50-100,S,51,0.4014402842039835,0.10920047964323354,0.08385157333600136,0.1483391845801298
wind_speed,12,50-100,SW,53,0.38381397163223935,0.060771149305747944,0.028879223648380452,0.0910152489359586
wind_speed,12,50-100,W,49,0.3540833836565394,0.021689443564892285,0.00010051346721691493,0.05663162035243086
wind_speed,12,50-100,NW,58,0.350757698956648,0.029628250964031343,0.010307440293982291,0.055156485686428516
wind_speed,12,100-200,N,189,0.32552036467672824,0.07520736689901103,0.04088416490456834,0.11809437643190507
wind_speed,12,100-200,NE,176,0.35609034683613194,0.1259735608255937,0.0748055301589115,0.16652007059462642
wind_speed,12,100-200,E,178,0.41308593683378775,0.1990666223183632,0.14889663873256698,0.23427889466831248
wind_speed,12,100-200,SE,167,0.4258112430331857,0.20373209493076447,0.15957084062519122,0.23136169380580665
wind_speed,12,100-200,S,189,0.38831314848564985,0.1680369538442126,0.13637726204652054,0.2000190667131384
wind_speed,12,100-200,SW,176,0.34076516511558025,0.0866555557809495,0.05278109424445243,0.13634956098794282
wind_speed,12,100-200,W,178,0.2954948258124412,0.033664078399787425,0.013202274891717016,0.06642383361038207
wind_speed,12,100-200,NW,167,0.29301522647128597,0.03956357694324642,0.022082586712348064,0.058881812470283956
wind_speed,12,200-400,N,528,0.19913097449248068,0.05707108418981205,0.021426478573474995,0.08144928041052088
wind_speed,12,200-400,NE,525,0.27945480526697103,0.11224131840629649,0.05795071215081928,0.14560888131973918
wind_speed,12,200-400,E,536,0.3701045091977677,0.2187046849229847,0.1425518771384323,0.27007698126383617
wind_speed,12,200-400,SE,526,0.3665363267203105,0.23446435095656615,0.19450210593936904,0.27035466177028994
wind_speed,12,200-400,S,528,0.32931173536628666,0.18253299842489884,0.14560779432553356,0.21493280185009064
wind_speed,12,200-400,SW,525,0.2905332732738578,0.1158385132137746,0.07312631907569685,0.1528202633001726
wind_speed,12,200-400,W,536,0.21910502100650003,0.03712414255733665,0.012196831605928039,0.0709626347280316
wind_speed,12,200-400,NW,526,0.17571800228821882,0.03369503314828331,0.008484415671148042,0.0589600397854137
wind_speed,12,400-800,N,1616,0.07415559280359951,0.01542375422821785,-0.016325336527735535,0.04485499077358096
wind_speed,12,400-800,NE,1311,0.1521387340802827,0.059241364388489655,0.013653242821849498,0.10684806452564193
wind_speed,12,400-800,E,1564,0.2796377036880042,0.1876250660422507,0.13091962148759784,0.23353900099751074
wind_speed,12,400-800,SE,1493,0.23703270736354898,0.1842167956613604,0.14320431645702963,0.22497612801373573
wind_speed,12,400-800,S,1616,0.18335672080646115,0.12111382565591314,0.08632435837455464,0.16198738733807277
wind_speed,12,400-800,SW,1311,0.19260700728035338,0.10325598388822534,0.05538246907094381,0.1487469736227619
wind_speed,12,400-800,W,1564,0.12215424642531605,0.03065350335785556,0.005597320002502947,0.072289062478103
